id,device_id,temperature,pH,tds,turbidity,conductivity,timestamp
607,DEVICE_001,21.7,7.88,693.9,0.61,131.8,2026-03-28 22:17:57.869028
608,DEVICE_002,20.7,7.23,142.8,0.45,148.1,2026-03-28 22:47:57.869028
609,DEVICE_002,22.1,7.6,231.2,1.83,128.1,2026-03-28 23:17:57.869028
610,DEVICE_002,22.1,7.3,272.7,0.31,78.1,2026-03-28 23:47:57.869028
611,DEVICE_002,24.7,8.04,121.2,0.33,75.1,2026-03-29 00:17:57.869028
612,DEVICE_001,9.7,6.54,296.2,0.68,110.8,2026-03-29 00:47:57.869028
613,DEVICE_002,19.4,6.69,92.7,0.28,127.5,2026-03-29 01:17:57.869028
614,DEVICE_002,22.0,4.99,134.4,0.78,142.9,2026-03-29 01:47:57.869028
615,DEVICE_001,9.3,5.95,607.6,2.53,149.5,2026-03-29 02:17:57.869028
616,DEVICE_003,20.2,8.16,82.4,0.79,85.7,2026-03-29 02:47:57.869028
617,DEVICE_002,20.5,8.16,243.1,0.14,137.8,2026-03-29 03:17:57.869028
618,DEVICE_003,17.8,6.05,175.8,0.53,115.0,2026-03-29 03:47:57.869028
619,DEVICE_003,21.3,8.24,245.8,0.33,88.4,2026-03-29 04:17:57.869028
620,DEVICE_001,16.0,7.09,271.1,0.6,78.3,2026-03-29 04:47:57.869028
621,DEVICE_002,21.9,6.84,79.0,0.57,103.8,2026-03-29 05:17:57.869028
622,DEVICE_003,19.9,6.62,167.3,2.09,82.3,2026-03-29 05:47:57.869028
623,DEVICE_003,20.9,8.44,201.8,0.5,116.9,2026-03-29 06:17:57.869028
624,DEVICE_003,16.0,7.78,71.5,0.16,145.9,2026-03-29 06:47:57.869028
625,DEVICE_003,22.1,7.55,601.5,0.89,114.4,2026-03-29 07:17:57.869028
626,DEVICE_002,20.5,7.0,273.6,0.25,101.7,2026-03-29 07:47:57.869028
627,DEVICE_002,22.0,4.63,197.3,0.74,107.5,2026-03-29 08:17:57.869028
628,DEVICE_002,24.1,8.02,277.0,0.42,92.6,2026-03-29 08:47:57.869028
629,DEVICE_003,24.5,7.08,211.6,0.84,110.9,2026-03-29 09:17:57.869028
630,DEVICE_003,19.8,6.72,261.7,0.6,99.6,2026-03-29 09:47:57.869028
631,DEVICE_002,17.6,7.38,167.5,0.86,71.6,2026-03-29 10:17:57.869028
632,DEVICE_003,20.4,7.89,165.9,0.16,58.4,2026-03-29 10:47:57.869028
633,DEVICE_001,15.8,8.2,251.7,0.41,129.8,2026-03-29 11:17:57.869028
634,DEVICE_003,16.8,6.79,176.9,0.42,50.5,2026-03-29 11:47:57.869028
635,DEVICE_002,16.6,7.77,575.9,0.5,94.0,2026-03-29 12:17:57.869028
636,DEVICE_002,22.9,8.26,112.4,0.82,147.7,2026-03-29 12:47:57.869028
637,DEVICE_001,24.6,7.06,163.9,0.17,129.4,2026-03-29 13:17:57.869028
638,DEVICE_001,24.7,7.06,239.3,0.34,116.3,2026-03-29 13:47:57.869028
639,DEVICE_003,21.1,7.38,242.6,0.27,72.7,2026-03-29 14:17:57.869028
640,DEVICE_003,23.6,7.52,120.5,0.51,100.3,2026-03-29 14:47:57.869028
641,DEVICE_002,16.0,7.58,61.1,0.76,69.6,2026-03-29 15:17:57.869028
642,DEVICE_001,15.4,7.03,263.7,0.53,88.2,2026-03-29 15:47:57.869028
643,DEVICE_001,11.0,7.97,111.4,0.85,79.3,2026-03-29 16:17:57.869028
644,DEVICE_002,24.6,6.69,260.2,0.49,52.3,2026-03-29 16:47:57.869028
645,DEVICE_003,24.1,7.52,202.6,0.62,63.6,2026-03-29 17:17:57.869028
646,DEVICE_003,17.0,7.95,101.5,0.29,73.7,2026-03-29 17:47:57.869028
647,DEVICE_002,21.3,6.74,236.0,0.75,128.5,2026-03-29 18:17:57.869028
648,DEVICE_003,20.5,6.84,157.3,0.83,75.5,2026-03-29 18:47:57.869028
649,DEVICE_002,23.1,5.2,119.2,0.37,113.7,2026-03-29 19:17:57.869028
650,DEVICE_001,21.5,8.48,149.0,0.34,75.8,2026-03-29 19:47:57.869028
651,DEVICE_002,22.0,7.02,84.3,0.87,87.7,2026-03-29 20:17:57.869028
652,DEVICE_001,18.2,7.89,249.9,0.71,128.1,2026-03-29 20:47:57.869028
653,DEVICE_001,16.9,6.63,112.8,0.86,146.4,2026-03-29 21:17:57.869028
654,DEVICE_002,24.6,7.81,246.0,0.34,117.3,2026-03-29 21:47:57.869028
655,DEVICE_001,22.1,7.63,263.9,0.57,98.3,2026-03-29 22:17:57.869028
656,DEVICE_002,19.9,7.36,157.2,3.2,76.7,2026-03-29 22:47:57.869028
657,DEVICE_003,12.4,8.12,85.9,0.14,139.1,2026-03-29 23:17:57.869028
658,DEVICE_001,23.1,8.45,95.2,0.54,128.8,2026-03-29 23:47:57.869028
659,DEVICE_001,17.7,6.69,96.6,0.43,115.0,2026-03-30 00:17:57.869028
660,DEVICE_001,19.9,8.05,249.2,0.81,137.1,2026-03-30 00:47:57.869028
661,DEVICE_001,15.4,6.94,122.1,0.73,69.5,2026-03-30 01:17:57.869028
662,DEVICE_003,24.4,7.17,472.3,0.78,93.1,2026-03-30 01:47:57.869028
663,DEVICE_001,20.3,7.64,60.2,0.44,144.5,2026-03-30 02:17:57.869028
664,DEVICE_003,19.5,6.06,265.0,0.47,100.4,2026-03-30 02:47:57.869028
665,DEVICE_002,18.1,8.26,259.2,0.35,80.1,2026-03-30 03:17:57.869028
666,DEVICE_002,5.3,5.01,662.6,1.98,112.8,2026-03-30 03:47:57.869028
667,DEVICE_002,22.6,8.33,238.4,0.78,99.5,2026-03-30 04:17:57.869028
668,DEVICE_003,19.3,7.16,119.6,0.4,101.0,2026-03-30 04:47:57.869028
669,DEVICE_003,22.8,7.43,159.8,0.89,109.6,2026-03-30 05:17:57.869028
670,DEVICE_002,11.0,9.7,694.4,3.64,127.4,2026-03-30 05:47:57.869028
671,DEVICE_002,15.8,7.5,230.3,0.24,109.9,2026-03-30 06:17:57.869028
672,DEVICE_002,20.7,7.07,178.7,0.74,70.8,2026-03-30 06:47:57.869028
673,DEVICE_003,19.4,6.56,197.4,0.71,122.8,2026-03-30 07:17:57.869028
674,DEVICE_002,23.0,7.56,295.0,0.16,123.3,2026-03-30 07:47:57.869028
675,DEVICE_003,24.7,8.12,205.1,0.65,72.9,2026-03-30 08:17:57.869028
676,DEVICE_001,22.3,6.84,268.7,0.16,65.9,2026-03-30 08:47:57.869028
677,DEVICE_001,23.9,7.13,88.4,2.59,130.3,2026-03-30 09:17:57.869028
678,DEVICE_002,10.4,7.32,271.8,0.72,148.4,2026-03-30 09:47:57.869028
679,DEVICE_002,11.7,7.72,154.8,0.6,84.6,2026-03-30 10:17:57.869028
680,DEVICE_003,15.3,7.57,508.1,0.21,100.1,2026-03-30 10:47:57.869028
681,DEVICE_003,24.1,6.94,150.2,0.29,118.1,2026-03-30 11:17:57.869028
682,DEVICE_002,21.9,8.43,208.4,0.34,83.8,2026-03-30 11:47:57.869028
683,DEVICE_002,17.1,7.88,125.2,0.33,50.3,2026-03-30 12:17:57.869028
684,DEVICE_001,15.1,6.82,193.6,0.21,139.5,2026-03-30 12:47:57.869028
685,DEVICE_002,6.2,8.32,293.6,0.88,95.8,2026-03-30 13:17:57.869028
686,DEVICE_001,21.0,7.47,91.4,0.85,111.3,2026-03-30 13:47:57.869028
687,DEVICE_002,24.0,6.72,216.0,0.28,116.5,2026-03-30 14:17:57.869028
688,DEVICE_002,15.0,7.3,161.8,0.59,63.3,2026-03-30 14:47:57.869028
689,DEVICE_003,17.9,7.15,134.4,0.24,70.6,2026-03-30 15:17:57.869028
690,DEVICE_001,22.0,8.5,245.5,0.1,93.8,2026-03-30 15:47:57.869028
691,DEVICE_003,24.2,7.73,83.2,0.21,66.3,2026-03-30 16:17:57.869028
692,DEVICE_001,7.4,8.08,257.6,0.45,109.9,2026-03-30 16:47:57.869028
693,DEVICE_003,10.4,8.06,138.1,0.43,93.5,2026-03-30 17:17:57.869028
694,DEVICE_002,15.3,7.2,285.5,3.83,93.7,2026-03-30 17:47:57.869028
695,DEVICE_002,23.5,6.57,180.7,0.56,146.7,2026-03-30 18:17:57.869028
696,DEVICE_003,15.1,5.88,172.0,0.87,107.5,2026-03-30 18:47:57.869028
697,DEVICE_003,15.6,7.24,183.7,0.7,66.6,2026-03-30 19:17:57.869028
698,DEVICE_002,11.1,8.66,388.8,3.79,125.6,2026-03-30 19:47:57.869028
699,DEVICE_003,23.3,7.63,244.7,0.67,57.0,2026-03-30 20:17:57.869028
700,DEVICE_003,21.1,6.72,50.3,0.36,103.4,2026-03-30 20:47:57.869028
701,DEVICE_003,12.4,5.09,649.4,2.64,67.5,2026-03-30 21:17:57.869028
702,DEVICE_001,5.6,7.56,257.5,0.22,133.5,2026-03-30 21:47:57.869028
703,DEVICE_002,9.5,9.97,705.8,1.63,99.9,2026-03-30 22:17:57.869028
704,DEVICE_002,18.7,8.23,127.3,0.8,130.5,2026-03-30 22:47:57.869028
705,DEVICE_003,17.5,8.33,125.0,0.8,134.8,2026-03-30 23:17:57.869028
706,DEVICE_003,16.1,8.16,109.8,0.13,88.6,2026-03-30 23:47:57.869028
707,DEVICE_003,20.3,7.24,133.2,0.84,77.1,2026-03-31 00:17:57.869028
708,DEVICE_003,23.8,6.99,99.7,1.5,62.9,2026-03-31 00:47:57.869028
709,DEVICE_001,19.3,7.19,254.6,0.49,68.4,2026-03-31 01:17:57.869028
710,DEVICE_001,21.5,7.48,273.6,3.33,117.9,2026-03-31 01:47:57.869028
711,DEVICE_003,20.6,7.51,181.9,0.73,100.4,2026-03-31 02:17:57.869028
712,DEVICE_002,19.8,8.17,295.7,0.57,106.1,2026-03-31 02:47:57.869028
713,DEVICE_003,24.6,7.62,197.3,0.39,142.5,2026-03-31 03:17:57.869028
714,DEVICE_001,24.8,7.4,424.3,0.26,85.3,2026-03-31 03:47:57.869028
715,DEVICE_002,20.7,7.73,66.3,0.47,110.1,2026-03-31 04:17:57.869028
716,DEVICE_001,19.2,7.47,261.6,0.36,54.7,2026-03-31 04:47:57.869028
717,DEVICE_002,15.1,6.91,198.6,0.35,104.9,2026-03-31 05:17:57.869028
718,DEVICE_003,20.8,7.98,544.9,0.23,125.6,2026-03-31 05:47:57.869028
719,DEVICE_001,23.2,7.73,266.5,0.81,90.0,2026-03-31 06:17:57.869028
720,DEVICE_003,23.7,8.24,428.8,0.45,120.6,2026-03-31 06:47:57.869028
721,DEVICE_003,19.5,7.61,108.9,0.86,55.0,2026-03-31 07:17:57.869028
722,DEVICE_002,24.9,6.58,164.5,0.81,78.1,2026-03-31 07:47:57.869028
723,DEVICE_001,17.3,7.43,253.0,0.27,105.4,2026-03-31 08:17:57.869028
724,DEVICE_003,20.8,7.77,273.5,0.27,54.2,2026-03-31 08:47:57.869028
725,DEVICE_002,19.1,7.44,238.7,0.48,63.7,2026-03-31 09:17:57.869028
726,DEVICE_001,21.4,7.24,98.5,0.57,86.1,2026-03-31 09:47:57.869028
727,DEVICE_001,21.3,8.02,214.1,0.43,72.4,2026-03-31 10:17:57.869028
728,DEVICE_001,24.3,7.81,107.7,0.88,130.0,2026-03-31 10:47:57.869028
729,DEVICE_003,24.0,8.66,233.5,0.45,124.4,2026-03-31 11:17:57.869028
730,DEVICE_001,22.2,8.37,91.0,0.19,104.7,2026-03-31 11:47:57.869028
731,DEVICE_001,16.0,8.32,197.4,0.39,63.3,2026-03-31 12:17:57.869028
732,DEVICE_002,20.1,8.45,188.4,0.63,101.1,2026-03-31 12:47:57.869028
733,DEVICE_001,18.0,6.69,178.7,0.53,103.4,2026-03-31 13:17:57.869028
734,DEVICE_003,24.3,6.91,275.7,0.75,90.1,2026-03-31 13:47:57.869028
735,DEVICE_001,16.5,7.9,214.8,0.14,71.2,2026-03-31 14:17:57.869028
736,DEVICE_002,23.9,8.4,175.0,0.85,100.9,2026-03-31 14:47:57.869028
737,DEVICE_003,17.3,8.47,94.0,0.35,88.7,2026-03-31 15:17:57.869028
738,DEVICE_002,19.2,7.96,183.4,0.44,139.8,2026-03-31 15:47:57.869028
739,DEVICE_001,23.9,7.15,127.8,0.44,132.0,2026-03-31 16:17:57.869028
740,DEVICE_001,16.0,5.32,180.9,0.88,149.4,2026-03-31 16:47:57.869028
741,DEVICE_002,18.6,7.75,142.7,0.34,133.0,2026-03-31 17:17:57.869028
742,DEVICE_001,18.2,7.46,50.7,0.38,62.9,2026-03-31 17:47:57.869028
743,DEVICE_001,15.1,4.51,107.0,0.42,127.0,2026-03-31 18:17:57.869028
744,DEVICE_002,17.0,6.95,78.5,0.78,106.4,2026-03-31 18:47:57.869028
745,DEVICE_002,18.1,7.99,86.0,0.33,91.0,2026-03-31 19:17:57.869028
746,DEVICE_003,23.5,7.3,377.1,0.5,129.6,2026-03-31 19:47:57.869028
747,DEVICE_002,19.7,6.51,88.5,0.84,71.0,2026-03-31 20:17:57.869028
748,DEVICE_001,15.3,6.53,695.9,0.33,69.9,2026-03-31 20:47:57.869028
749,DEVICE_003,17.8,6.95,280.3,0.59,55.6,2026-03-31 21:17:57.869028
750,DEVICE_001,24.4,9.01,285.3,0.48,101.6,2026-03-31 21:47:57.869028
751,DEVICE_003,16.9,7.36,267.6,0.44,76.2,2026-03-31 22:17:57.869028
752,DEVICE_001,15.6,7.04,167.7,0.28,69.4,2026-03-31 22:47:57.869028
753,DEVICE_001,17.6,6.82,151.7,0.11,61.0,2026-03-31 23:17:57.869028
754,DEVICE_001,20.2,7.75,178.8,0.11,56.3,2026-03-31 23:47:57.869028
755,DEVICE_001,20.4,6.67,145.9,0.2,58.5,2026-04-01 00:17:57.869028
756,DEVICE_001,21.4,8.29,89.2,0.59,128.4,2026-04-01 00:47:57.869028
757,DEVICE_002,15.5,8.15,238.3,0.31,131.1,2026-04-01 01:17:57.869028
758,DEVICE_003,11.7,8.92,646.2,3.95,106.7,2026-04-01 01:47:57.869028
759,DEVICE_001,19.0,7.59,108.8,3.12,123.7,2026-04-01 02:17:57.869028
760,DEVICE_003,23.8,7.62,285.9,0.42,64.2,2026-04-01 02:47:57.869028
761,DEVICE_002,20.9,8.17,160.6,0.5,143.5,2026-04-01 03:17:57.869028
762,DEVICE_001,19.9,7.82,127.2,0.52,103.1,2026-04-01 03:47:57.869028
763,DEVICE_003,20.8,7.14,178.3,0.55,72.8,2026-04-01 04:17:57.869028
764,DEVICE_003,24.1,7.42,53.4,0.61,127.3,2026-04-01 04:47:57.869028
765,DEVICE_002,20.8,7.17,104.4,0.77,60.1,2026-04-01 05:17:57.869028
766,DEVICE_003,24.6,7.25,128.5,0.67,147.6,2026-04-01 05:47:57.869028
767,DEVICE_001,19.5,6.55,545.7,0.87,119.1,2026-04-01 06:17:57.869028
768,DEVICE_003,20.8,6.5,172.9,0.86,81.9,2026-04-01 06:47:57.869028
769,DEVICE_001,18.4,7.88,155.2,0.72,105.8,2026-04-01 07:17:57.869028
770,DEVICE_002,22.0,7.22,235.1,0.74,69.4,2026-04-01 07:47:57.869028
771,DEVICE_002,17.8,7.0,703.3,0.34,138.5,2026-04-01 08:17:57.869028
772,DEVICE_001,24.0,7.38,170.8,0.66,92.5,2026-04-01 08:47:57.869028
773,DEVICE_002,21.3,7.06,212.8,0.73,55.1,2026-04-01 09:17:57.869028
774,DEVICE_002,23.4,8.08,121.4,0.59,122.4,2026-04-01 09:47:57.869028
775,DEVICE_003,22.4,8.44,255.5,0.69,122.3,2026-04-01 10:17:57.869028
776,DEVICE_003,18.4,6.51,92.3,0.16,66.2,2026-04-01 10:47:57.869028
777,DEVICE_003,16.3,7.23,121.8,0.14,67.2,2026-04-01 11:17:57.869028
778,DEVICE_002,17.7,8.01,76.5,0.15,68.2,2026-04-01 11:47:57.869028
779,DEVICE_002,20.1,7.04,84.0,0.16,50.8,2026-04-01 12:17:57.869028
780,DEVICE_001,15.1,7.1,106.6,0.46,53.2,2026-04-01 12:47:57.869028
781,DEVICE_002,23.2,7.81,232.7,0.36,52.5,2026-04-01 13:17:57.869028
782,DEVICE_001,20.8,7.4,199.2,0.44,120.5,2026-04-01 13:47:57.869028
783,DEVICE_002,11.7,4.22,594.2,3.44,138.6,2026-04-01 14:17:57.869028
784,DEVICE_002,19.3,7.08,208.5,0.28,72.2,2026-04-01 14:47:57.869028
785,DEVICE_001,21.3,6.9,788.8,0.41,64.5,2026-04-01 15:17:57.869028
786,DEVICE_002,22.1,7.11,252.0,0.29,74.1,2026-04-01 15:47:57.869028
787,DEVICE_001,10.1,7.58,68.6,0.48,111.4,2026-04-01 16:17:57.869028
788,DEVICE_001,15.8,7.62,199.7,0.2,141.8,2026-04-01 16:47:57.869028
789,DEVICE_001,15.1,6.72,99.4,0.3,81.5,2026-04-01 17:17:57.869028
790,DEVICE_002,15.3,7.1,59.2,0.79,140.3,2026-04-01 17:47:57.869028
791,DEVICE_001,21.3,8.04,89.9,0.32,119.6,2026-04-01 18:17:57.869028
792,DEVICE_003,24.0,8.08,147.5,0.5,131.9,2026-04-01 18:47:57.869028
793,DEVICE_001,22.1,7.85,163.3,0.36,77.5,2026-04-01 19:17:57.869028
794,DEVICE_001,9.0,7.58,123.2,0.7,89.9,2026-04-01 19:47:57.869028
795,DEVICE_003,24.0,6.74,267.1,0.87,63.5,2026-04-01 20:17:57.869028
796,DEVICE_003,19.2,8.41,95.9,0.46,137.9,2026-04-01 20:47:57.869028
797,DEVICE_003,24.1,7.79,104.7,0.71,121.0,2026-04-01 21:17:57.869028
798,DEVICE_002,20.7,7.02,239.0,0.63,106.4,2026-04-01 21:47:57.869028
799,DEVICE_002,19.8,7.99,190.5,0.37,137.8,2026-04-01 22:17:57.869028
800,DEVICE_003,19.6,6.57,217.2,0.47,51.3,2026-04-01 22:47:57.869028
801,DEVICE_003,20.9,7.75,182.9,0.39,83.5,2026-04-01 23:17:57.869028
802,DEVICE_002,16.9,8.15,62.6,4.46,63.0,2026-04-01 23:47:57.869028
803,DEVICE_002,11.0,7.65,69.1,0.39,62.5,2026-04-02 00:17:57.869028
804,DEVICE_002,23.6,7.94,136.4,0.21,136.6,2026-04-02 00:47:57.869028
805,DEVICE_002,15.2,7.77,144.7,0.49,136.9,2026-04-02 01:17:57.869028
806,DEVICE_002,16.7,7.48,754.0,0.28,59.5,2026-04-02 01:47:57.869028
807,DEVICE_002,15.9,6.8,223.4,0.52,67.1,2026-04-02 02:17:57.869028
808,DEVICE_002,22.1,6.6,228.7,0.14,140.9,2026-04-02 02:47:57.869028
809,DEVICE_001,18.2,8.37,77.1,2.2,118.4,2026-04-02 03:17:57.869028
810,DEVICE_003,15.8,7.34,237.0,0.57,78.9,2026-04-02 03:47:57.869028
811,DEVICE_003,8.2,5.34,696.5,1.95,113.2,2026-04-02 04:17:57.869028
812,DEVICE_002,24.9,6.6,148.3,0.11,135.1,2026-04-02 04:47:57.869028
813,DEVICE_002,21.9,7.14,118.0,0.6,71.3,2026-04-02 05:17:57.869028
814,DEVICE_001,16.1,6.65,150.1,0.14,119.5,2026-04-02 05:47:57.869028
815,DEVICE_003,10.2,7.99,136.0,0.86,118.3,2026-04-02 06:17:57.869028
816,DEVICE_002,19.7,6.67,116.2,0.8,101.1,2026-04-02 06:47:57.869028
817,DEVICE_003,23.1,7.64,155.4,0.74,62.8,2026-04-02 07:17:57.869028
818,DEVICE_003,9.7,6.54,249.4,0.6,97.7,2026-04-02 07:47:57.869028
819,DEVICE_001,22.2,7.32,128.8,1.86,134.3,2026-04-02 08:17:57.869028
820,DEVICE_002,18.5,6.71,115.2,0.69,57.5,2026-04-02 08:47:57.869028
821,DEVICE_003,24.9,7.17,92.6,0.87,147.9,2026-04-02 09:17:57.869028
822,DEVICE_002,20.2,7.95,227.8,0.83,147.2,2026-04-02 09:47:57.869028
823,DEVICE_003,23.1,7.55,121.1,0.56,141.7,2026-04-02 10:17:57.869028
824,DEVICE_002,21.9,8.29,250.2,0.84,136.2,2026-04-02 10:47:57.869028
825,DEVICE_001,17.1,7.55,298.7,0.35,60.8,2026-04-02 11:17:57.869028
826,DEVICE_002,16.6,8.46,53.5,0.75,135.9,2026-04-02 11:47:57.869028
827,DEVICE_001,16.9,7.69,69.9,0.24,54.4,2026-04-02 12:17:57.869028
828,DEVICE_001,19.6,6.66,233.1,0.69,120.0,2026-04-02 12:47:57.869028
829,DEVICE_001,15.2,4.94,125.0,0.8,54.9,2026-04-02 13:17:57.869028
830,DEVICE_001,16.4,8.44,254.5,0.14,145.8,2026-04-02 13:47:57.869028
831,DEVICE_003,18.2,7.8,270.4,0.63,68.7,2026-04-02 14:17:57.869028
832,DEVICE_002,15.7,7.72,64.5,0.59,90.9,2026-04-02 14:47:57.869028
833,DEVICE_003,24.7,7.51,130.6,0.32,53.3,2026-04-02 15:17:57.869028
834,DEVICE_003,24.5,4.21,88.1,0.16,76.2,2026-04-02 15:47:57.869028
835,DEVICE_003,15.1,8.23,269.1,0.88,128.7,2026-04-02 16:17:57.869028
836,DEVICE_001,15.7,7.76,277.8,0.2,103.0,2026-04-02 16:47:57.869028
837,DEVICE_003,15.6,7.94,705.0,0.77,120.9,2026-04-02 17:17:57.869028
838,DEVICE_003,10.8,6.62,62.2,0.34,117.9,2026-04-02 17:47:57.869028
839,DEVICE_002,18.7,9.39,101.3,0.8,60.3,2026-04-02 18:17:57.869028
840,DEVICE_003,15.5,6.92,73.4,0.79,84.7,2026-04-02 18:47:57.869028
841,DEVICE_001,18.5,9.95,69.2,0.27,140.0,2026-04-02 19:17:57.869028
842,DEVICE_002,19.3,7.9,270.8,0.64,73.1,2026-04-02 19:47:57.869028
843,DEVICE_001,17.1,6.15,70.6,0.75,52.0,2026-04-02 20:17:57.869028
844,DEVICE_001,18.9,7.91,237.0,0.25,55.4,2026-04-02 20:47:57.869028
845,DEVICE_002,20.4,6.68,57.6,0.85,116.6,2026-04-02 21:17:57.869028
846,DEVICE_003,15.9,7.57,267.8,0.53,57.5,2026-04-02 21:47:57.869028
847,DEVICE_001,21.9,7.43,64.0,0.66,94.2,2026-04-02 22:17:57.869028
848,DEVICE_003,24.3,8.14,274.1,0.23,86.1,2026-04-02 22:47:57.869028
849,DEVICE_002,22.2,5.81,91.1,0.69,137.4,2026-04-02 23:17:57.869028
850,DEVICE_002,22.8,8.42,763.8,0.19,54.6,2026-04-02 23:47:57.869028
851,DEVICE_002,24.6,4.48,289.1,0.66,144.8,2026-04-03 00:17:57.869028
852,DEVICE_002,5.3,8.92,404.7,1.94,140.0,2026-04-03 00:47:57.869028
853,DEVICE_002,5.7,8.09,106.4,0.2,117.1,2026-04-03 01:17:57.869028
854,DEVICE_003,16.9,7.75,53.3,0.63,63.1,2026-04-03 01:47:57.869028
855,DEVICE_001,16.5,6.78,156.4,0.79,140.2,2026-04-03 02:17:57.869028
856,DEVICE_003,20.9,8.06,141.3,0.75,149.3,2026-04-03 02:47:57.869028
857,DEVICE_003,15.2,7.5,240.3,0.23,149.2,2026-04-03 03:17:57.869028
858,DEVICE_003,24.5,9.84,139.4,0.47,110.2,2026-04-03 03:47:57.869028
859,DEVICE_001,21.5,7.63,243.4,0.22,131.0,2026-04-03 04:17:57.869028
860,DEVICE_001,15.3,7.8,132.5,0.19,117.3,2026-04-03 04:47:57.869028
861,DEVICE_003,24.0,6.67,98.2,0.59,144.7,2026-04-03 05:17:57.869028
862,DEVICE_003,23.4,7.95,129.4,0.62,72.3,2026-04-03 05:47:57.869028
863,DEVICE_001,23.1,7.45,95.0,0.24,55.5,2026-04-03 06:17:57.869028
864,DEVICE_001,21.3,8.46,283.9,0.44,77.9,2026-04-03 06:47:57.869028
865,DEVICE_001,22.8,6.72,111.0,0.39,143.9,2026-04-03 07:17:57.869028
866,DEVICE_001,15.9,7.42,280.1,0.45,86.8,2026-04-03 07:47:57.869028
867,DEVICE_003,17.7,6.36,292.2,0.9,132.2,2026-04-03 08:17:57.869028
868,DEVICE_001,22.3,7.48,154.8,0.15,135.8,2026-04-03 08:47:57.869028
869,DEVICE_001,24.3,8.38,268.2,0.68,69.5,2026-04-03 09:17:57.869028
870,DEVICE_001,22.6,6.97,161.1,0.24,139.5,2026-04-03 09:47:57.869028
871,DEVICE_001,21.7,7.97,264.5,0.22,61.9,2026-04-03 10:17:57.869028
872,DEVICE_001,22.4,7.84,137.7,0.29,137.8,2026-04-03 10:47:57.869028
873,DEVICE_001,13.6,6.55,56.1,0.3,50.7,2026-04-03 11:17:57.869028
874,DEVICE_003,18.0,7.87,290.2,0.73,101.7,2026-04-03 11:47:57.869028
875,DEVICE_003,15.5,7.45,496.6,0.38,60.2,2026-04-03 12:17:57.869028
876,DEVICE_001,15.8,8.13,176.4,0.29,138.6,2026-04-03 12:47:57.869028
877,DEVICE_001,23.9,8.93,95.5,0.69,109.0,2026-04-03 13:17:57.869028
878,DEVICE_001,24.7,5.3,83.3,0.79,106.8,2026-04-03 13:47:57.869028
879,DEVICE_002,17.2,7.77,132.6,0.45,73.9,2026-04-03 14:17:57.869028
880,DEVICE_002,21.2,6.78,494.1,0.37,52.8,2026-04-03 14:47:57.869028
881,DEVICE_002,21.7,7.1,96.4,4.05,93.2,2026-04-03 15:17:57.869028
882,DEVICE_002,5.4,6.31,598.1,2.9,138.9,2026-04-03 15:47:57.869028
883,DEVICE_002,21.4,7.9,299.4,0.84,50.1,2026-04-03 16:17:57.869028
884,DEVICE_002,23.7,8.07,129.6,0.12,74.1,2026-04-03 16:47:57.869028
885,DEVICE_002,20.4,7.47,196.0,0.16,149.9,2026-04-03 17:17:57.869028
886,DEVICE_002,22.5,7.43,280.7,0.28,139.2,2026-04-03 17:47:57.869028
887,DEVICE_001,23.9,8.26,153.3,0.48,138.9,2026-04-03 18:17:57.869028
888,DEVICE_001,15.0,8.24,94.2,0.85,51.9,2026-04-03 18:47:57.869028
889,DEVICE_001,10.0,8.45,182.9,0.87,85.3,2026-04-03 19:17:57.869028
890,DEVICE_003,15.3,5.93,279.8,0.23,55.1,2026-04-03 19:47:57.869028
891,DEVICE_002,22.5,7.6,135.3,0.1,108.1,2026-04-03 20:17:57.869028
892,DEVICE_001,19.2,7.19,138.6,0.64,133.8,2026-04-03 20:47:57.869028
893,DEVICE_001,16.5,8.32,145.8,0.27,148.9,2026-04-03 21:17:57.869028
894,DEVICE_003,21.7,6.62,116.2,0.8,81.5,2026-04-03 21:47:57.869028
895,DEVICE_002,15.7,4.41,191.5,0.53,73.6,2026-04-03 22:17:57.869028
896,DEVICE_002,23.8,9.79,125.8,0.7,137.4,2026-04-03 22:47:57.869028
897,DEVICE_002,21.2,6.58,230.5,0.13,53.3,2026-04-03 23:17:57.869028
898,DEVICE_001,18.2,6.58,76.3,0.69,93.6,2026-04-03 23:47:57.869028
899,DEVICE_003,6.9,9.43,537.4,3.39,142.0,2026-04-04 00:17:57.869028
900,DEVICE_003,15.2,8.1,138.8,0.13,60.7,2026-04-04 00:47:57.869028
901,DEVICE_001,17.1,6.8,210.6,0.38,77.0,2026-04-04 01:17:57.869028
902,DEVICE_001,23.5,5.99,121.5,0.29,93.1,2026-04-04 01:47:57.869028
903,DEVICE_003,16.7,8.16,593.2,0.41,89.1,2026-04-04 02:17:57.869028
904,DEVICE_003,23.6,6.95,191.7,2.89,55.6,2026-04-04 02:47:57.869028
905,DEVICE_003,9.6,6.92,265.1,0.28,75.1,2026-04-04 03:17:57.869028
906,DEVICE_003,24.0,8.11,402.2,0.5,106.0,2026-04-04 03:47:57.869028
907,DEVICE_002,17.6,7.97,78.1,0.45,138.6,2026-04-04 04:17:57.869028
908,DEVICE_001,19.0,4.37,233.1,0.79,123.3,2026-04-04 04:47:57.869028
909,DEVICE_003,22.6,8.02,243.8,0.8,134.1,2026-04-04 05:17:57.869028
