device_id,pH,tds,turbidity,conductivity,temperature,timestamp,created_at
DEVICE_003,8.11,294.57,1.39,137.21,29.09,2026-04-27 09:10:32,2026-04-16 16:10:32
DEVICE_001,7.41,300.0,1.5,112.08,27.01,2026-04-27 09:40:32,2026-04-16 16:10:32
DEVICE_002,8.18,300.0,1.5,119.62,26.67,2026-04-27 09:40:32,2026-04-16 16:10:32
DEVICE_003,8.11,295.4,1.36,138.46,29.28,2026-04-27 09:40:32,2026-04-16 16:10:32
DEVICE_001,7.37,297.47,1.49,110.83,27.03,2026-04-27 10:10:32,2026-04-16 16:10:32
DEVICE_002,8.2,300.0,1.46,118.92,26.45,2026-04-27 10:10:32,2026-04-16 16:10:32
DEVICE_003,8.06,292.24,1.38,137.61,28.92,2026-04-27 10:10:32,2026-04-16 16:10:32
DEVICE_001,7.37,300.0,1.47,110.92,27.32,2026-04-27 10:40:32,2026-04-16 16:10:32
DEVICE_002,8.16,297.73,1.5,118.42,26.04,2026-04-27 10:40:32,2026-04-16 16:10:32
DEVICE_003,8.08,289.56,1.38,138.34,28.67,2026-04-27 10:40:32,2026-04-16 16:10:32
DEVICE_001,7.37,297.04,1.5,109.46,27.2,2026-04-27 11:10:32,2026-04-16 16:10:32
DEVICE_002,8.17,295.8,1.5,119.2,26.23,2026-04-27 11:10:32,2026-04-16 16:10:32
DEVICE_003,8.04,286.92,1.38,138.13,28.32,2026-04-27 11:10:32,2026-04-16 16:10:32
DEVICE_001,7.41,297.41,1.48,110.31,27.21,2026-04-27 11:40:32,2026-04-16 16:10:32
DEVICE_002,8.17,294.5,1.5,118.68,25.86,2026-04-27 11:40:32,2026-04-16 16:10:32
DEVICE_003,8.0,283.34,1.4,137.9,28.33,2026-04-27 11:40:32,2026-04-16 16:10:32
DEVICE_001,7.39,297.52,1.5,108.66,27.18,2026-04-27 12:10:32,2026-04-16 16:10:32
DEVICE_002,8.15,295.86,1.46,117.77,25.59,2026-04-27 12:10:32,2026-04-16 16:10:32
DEVICE_003,8.04,382.84,3.01,138.34,28.53,2026-04-27 12:10:32,2026-04-16 16:10:32
DEVICE_001,7.4,293.96,1.49,108.18,27.58,2026-04-27 12:40:32,2026-04-16 16:10:32
DEVICE_002,8.13,299.52,1.5,116.99,25.97,2026-04-27 12:40:32,2026-04-16 16:10:32
DEVICE_003,8.07,300.0,1.5,139.29,28.05,2026-04-27 12:40:32,2026-04-16 16:10:32
DEVICE_001,7.43,293.64,1.46,108.16,27.61,2026-04-27 13:10:32,2026-04-16 16:10:32
DEVICE_002,8.11,300.0,1.5,116.7,25.74,2026-04-27 13:10:32,2026-04-16 16:10:32
DEVICE_003,8.11,300.0,1.47,137.44,28.02,2026-04-27 13:10:32,2026-04-16 16:10:32
DEVICE_001,7.42,295.57,1.45,109.31,27.73,2026-04-27 13:40:32,2026-04-16 16:10:32
DEVICE_002,8.11,295.75,1.46,117.26,25.68,2026-04-27 13:40:32,2026-04-16 16:10:32
DEVICE_003,8.1,299.14,1.46,137.19,28.51,2026-04-27 13:40:32,2026-04-16 16:10:32
DEVICE_001,7.38,291.09,1.49,111.18,27.78,2026-04-27 14:10:32,2026-04-16 16:10:32
DEVICE_002,8.08,299.17,1.46,116.14,26.17,2026-04-27 14:10:32,2026-04-16 16:10:32
DEVICE_003,8.11,300.0,1.45,137.11,28.17,2026-04-27 14:10:32,2026-04-16 16:10:32
DEVICE_001,7.4,288.48,1.5,109.53,27.33,2026-04-27 14:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,300.0,1.47,117.94,26.0,2026-04-27 14:40:32,2026-04-16 16:10:32
DEVICE_003,8.13,296.19,1.46,138.9,27.94,2026-04-27 14:40:32,2026-04-16 16:10:32
DEVICE_001,7.4,287.99,1.5,111.5,27.33,2026-04-27 15:10:32,2026-04-16 16:10:32
DEVICE_002,8.11,298.17,1.5,116.58,26.06,2026-04-27 15:10:32,2026-04-16 16:10:32
DEVICE_003,8.13,298.47,1.46,137.08,28.0,2026-04-27 15:10:32,2026-04-16 16:10:32
DEVICE_001,7.4,292.85,1.48,113.48,27.77,2026-04-27 15:40:32,2026-04-16 16:10:32
DEVICE_002,8.08,300.0,1.46,116.9,26.06,2026-04-27 15:40:32,2026-04-16 16:10:32
DEVICE_003,8.13,300.0,1.42,135.75,27.63,2026-04-27 15:40:32,2026-04-16 16:10:32
DEVICE_001,7.38,297.66,1.49,115.04,27.6,2026-04-27 16:10:32,2026-04-16 16:10:32
DEVICE_002,8.12,298.6,1.41,118.77,25.77,2026-04-27 16:10:32,2026-04-16 16:10:32
DEVICE_003,8.17,297.99,1.42,134.82,27.95,2026-04-27 16:10:32,2026-04-16 16:10:32
DEVICE_001,7.4,298.78,1.47,116.36,27.96,2026-04-27 16:40:32,2026-04-16 16:10:32
DEVICE_002,8.16,300.0,1.46,119.39,25.49,2026-04-27 16:40:32,2026-04-16 16:10:32
DEVICE_003,8.2,300.0,1.43,133.15,28.37,2026-04-27 16:40:32,2026-04-16 16:10:32
DEVICE_001,7.35,477.99,3.27,115.77,28.09,2026-04-27 17:10:32,2026-04-16 16:10:32
DEVICE_002,8.15,299.37,1.5,117.82,25.09,2026-04-27 17:10:32,2026-04-16 16:10:32
DEVICE_003,8.19,297.42,1.43,132.94,28.8,2026-04-27 17:10:32,2026-04-16 16:10:32
DEVICE_001,7.36,300.0,1.5,116.42,28.56,2026-04-27 17:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,300.0,1.5,116.39,25.01,2026-04-27 17:40:32,2026-04-16 16:10:32
DEVICE_003,8.22,296.56,1.44,132.01,28.91,2026-04-27 17:40:32,2026-04-16 16:10:32
DEVICE_001,7.36,296.33,1.47,118.02,28.71,2026-04-27 18:10:32,2026-04-16 16:10:32
DEVICE_002,8.05,300.0,1.5,117.77,24.68,2026-04-27 18:10:32,2026-04-16 16:10:32
DEVICE_003,8.21,294.07,1.46,133.01,28.86,2026-04-27 18:10:32,2026-04-16 16:10:32
DEVICE_001,7.34,293.86,1.5,119.41,28.55,2026-04-27 18:40:32,2026-04-16 16:10:32
DEVICE_002,8.07,300.0,1.5,117.03,24.39,2026-04-27 18:40:32,2026-04-16 16:10:32
DEVICE_003,8.2,290.61,1.49,134.05,29.23,2026-04-27 18:40:32,2026-04-16 16:10:32
DEVICE_001,7.32,289.07,1.48,120.2,28.65,2026-04-27 19:10:32,2026-04-16 16:10:32
DEVICE_002,8.06,298.24,1.48,115.55,23.95,2026-04-27 19:10:32,2026-04-16 16:10:32
DEVICE_003,8.16,289.56,1.49,132.21,29.45,2026-04-27 19:10:32,2026-04-16 16:10:32
DEVICE_001,7.36,291.63,1.5,118.7,28.82,2026-04-27 19:40:32,2026-04-16 16:10:32
DEVICE_002,8.05,300.0,1.44,117.4,24.32,2026-04-27 19:40:32,2026-04-16 16:10:32
DEVICE_003,8.2,289.01,1.49,130.52,29.85,2026-04-27 19:40:32,2026-04-16 16:10:32
DEVICE_001,7.33,295.78,1.5,119.9,29.06,2026-04-27 20:10:32,2026-04-16 16:10:32
DEVICE_002,8.04,299.84,1.41,115.88,23.95,2026-04-27 20:10:32,2026-04-16 16:10:32
DEVICE_003,8.22,293.15,1.46,130.12,30.0,2026-04-27 20:10:32,2026-04-16 16:10:32
DEVICE_001,7.33,298.9,1.47,117.99,28.79,2026-04-27 20:40:32,2026-04-16 16:10:32
DEVICE_002,8.01,299.4,1.38,114.82,24.35,2026-04-27 20:40:32,2026-04-16 16:10:32
DEVICE_003,8.18,296.84,1.49,130.74,29.95,2026-04-27 20:40:32,2026-04-16 16:10:32
DEVICE_001,7.37,296.61,1.46,118.55,28.69,2026-04-27 21:10:32,2026-04-16 16:10:32
DEVICE_002,8.06,297.51,1.38,114.06,23.96,2026-04-27 21:10:32,2026-04-16 16:10:32
DEVICE_003,8.18,292.87,1.5,129.21,30.0,2026-04-27 21:10:32,2026-04-16 16:10:32
DEVICE_001,7.32,297.14,1.44,116.87,28.32,2026-04-27 21:40:32,2026-04-16 16:10:32
DEVICE_002,8.03,293.31,1.36,112.99,23.85,2026-04-27 21:40:32,2026-04-16 16:10:32
DEVICE_003,8.13,293.38,1.5,131.06,29.72,2026-04-27 21:40:32,2026-04-16 16:10:32
DEVICE_001,7.32,293.71,1.43,115.63,28.71,2026-04-27 22:10:32,2026-04-16 16:10:32
DEVICE_002,8.07,293.42,1.34,111.61,24.19,2026-04-27 22:10:32,2026-04-16 16:10:32
DEVICE_003,8.17,296.13,1.46,132.72,29.73,2026-04-27 22:10:32,2026-04-16 16:10:32
DEVICE_001,7.29,288.83,1.38,113.95,28.45,2026-04-27 22:40:32,2026-04-16 16:10:32
DEVICE_002,8.07,294.46,1.38,111.86,24.49,2026-04-27 22:40:32,2026-04-16 16:10:32
DEVICE_003,8.21,297.84,1.5,130.76,30.0,2026-04-27 22:40:32,2026-04-16 16:10:32
DEVICE_001,7.32,287.84,1.37,115.89,28.57,2026-04-27 23:10:32,2026-04-16 16:10:32
DEVICE_002,8.05,402.61,2.49,111.27,24.1,2026-04-27 23:10:32,2026-04-16 16:10:32
DEVICE_003,8.21,298.36,1.49,130.21,29.78,2026-04-27 23:10:32,2026-04-16 16:10:32
DEVICE_001,7.3,288.11,1.39,115.9,28.99,2026-04-27 23:40:32,2026-04-16 16:10:32
DEVICE_002,8.05,300.0,1.5,112.52,24.22,2026-04-27 23:40:32,2026-04-16 16:10:32
DEVICE_003,8.18,300.0,1.5,129.36,30.0,2026-04-27 23:40:32,2026-04-16 16:10:32
DEVICE_001,7.34,292.23,1.42,116.4,28.59,2026-04-28 00:10:32,2026-04-16 16:10:32
DEVICE_002,8.09,299.71,1.5,113.05,23.84,2026-04-28 00:10:32,2026-04-16 16:10:32
DEVICE_003,8.14,300.0,1.5,128.47,29.51,2026-04-28 00:10:32,2026-04-16 16:10:32
DEVICE_001,7.34,289.23,1.43,115.93,28.76,2026-04-28 00:40:32,2026-04-16 16:10:32
DEVICE_002,8.12,300.0,1.48,114.0,23.74,2026-04-28 00:40:32,2026-04-16 16:10:32
DEVICE_003,8.19,300.0,1.47,128.05,29.09,2026-04-28 00:40:32,2026-04-16 16:10:32
DEVICE_001,7.36,292.4,1.38,116.58,28.45,2026-04-28 01:10:32,2026-04-16 16:10:32
DEVICE_002,8.1,404.48,3.11,115.84,23.61,2026-04-28 01:10:32,2026-04-16 16:10:32
DEVICE_003,8.2,299.02,1.47,129.34,29.49,2026-04-28 01:10:32,2026-04-16 16:10:32
DEVICE_001,7.35,291.42,1.36,117.2,28.44,2026-04-28 01:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,300.0,1.5,116.5,24.01,2026-04-28 01:40:32,2026-04-16 16:10:32
DEVICE_003,8.17,299.74,1.5,127.5,29.61,2026-04-28 01:40:32,2026-04-16 16:10:32
DEVICE_001,7.39,286.43,1.35,117.35,28.88,2026-04-28 02:10:32,2026-04-16 16:10:32
DEVICE_002,8.14,300.0,1.5,117.76,24.41,2026-04-28 02:10:32,2026-04-16 16:10:32
DEVICE_003,8.13,300.0,1.47,128.9,29.27,2026-04-28 02:10:32,2026-04-16 16:10:32
DEVICE_001,7.43,285.48,1.38,115.81,28.88,2026-04-28 02:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,297.5,1.49,117.15,24.0,2026-04-28 02:40:32,2026-04-16 16:10:32
DEVICE_003,8.11,299.15,1.5,128.71,28.84,2026-04-28 02:40:32,2026-04-16 16:10:32
DEVICE_001,7.46,287.1,1.35,116.08,28.9,2026-04-28 03:10:32,2026-04-16 16:10:32
DEVICE_002,8.1,458.0,2.76,116.26,23.87,2026-04-28 03:10:32,2026-04-16 16:10:32
DEVICE_003,8.09,295.86,1.5,130.57,29.23,2026-04-28 03:10:32,2026-04-16 16:10:32
DEVICE_001,7.5,286.31,1.35,115.32,28.73,2026-04-28 03:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,300.0,1.5,116.53,23.39,2026-04-28 03:40:32,2026-04-16 16:10:32
DEVICE_003,8.04,292.92,1.5,132.39,29.32,2026-04-28 03:40:32,2026-04-16 16:10:32
DEVICE_001,7.46,285.69,1.31,115.57,28.6,2026-04-28 04:10:32,2026-04-16 16:10:32
DEVICE_002,8.1,299.44,1.5,117.6,22.95,2026-04-28 04:10:32,2026-04-16 16:10:32
DEVICE_003,8.01,293.71,1.5,132.22,29.05,2026-04-28 04:10:32,2026-04-16 16:10:32
DEVICE_001,7.42,289.55,1.35,113.59,28.69,2026-04-28 04:40:32,2026-04-16 16:10:32
DEVICE_002,8.15,294.79,1.5,116.95,23.23,2026-04-28 04:40:32,2026-04-16 16:10:32
DEVICE_003,8.05,297.33,1.45,133.13,28.71,2026-04-28 04:40:32,2026-04-16 16:10:32
DEVICE_001,7.41,284.66,1.34,113.91,28.78,2026-04-28 05:10:32,2026-04-16 16:10:32
DEVICE_002,8.13,293.97,1.5,117.83,23.71,2026-04-28 05:10:32,2026-04-16 16:10:32
DEVICE_003,8.08,300.0,1.47,134.14,28.26,2026-04-28 05:10:32,2026-04-16 16:10:32
DEVICE_001,7.4,282.38,1.29,115.25,29.05,2026-04-28 05:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,298.1,1.5,118.34,24.15,2026-04-28 05:40:32,2026-04-16 16:10:32
DEVICE_003,8.11,295.37,1.47,134.29,28.25,2026-04-28 05:40:32,2026-04-16 16:10:32
DEVICE_001,7.41,279.83,1.33,116.23,29.12,2026-04-28 06:10:32,2026-04-16 16:10:32
DEVICE_002,8.08,294.18,1.48,118.73,24.0,2026-04-28 06:10:32,2026-04-16 16:10:32
DEVICE_003,8.08,299.25,1.44,135.73,28.11,2026-04-28 06:10:32,2026-04-16 16:10:32
DEVICE_001,7.42,280.41,1.28,117.9,28.89,2026-04-28 06:40:32,2026-04-16 16:10:32
DEVICE_002,8.05,292.03,1.5,118.51,24.28,2026-04-28 06:40:32,2026-04-16 16:10:32
DEVICE_003,8.04,299.8,1.43,135.16,28.17,2026-04-28 06:40:32,2026-04-16 16:10:32
DEVICE_001,7.41,278.91,1.26,116.49,29.32,2026-04-28 07:10:32,2026-04-16 16:10:32
DEVICE_002,8.08,287.42,1.49,119.35,23.95,2026-04-28 07:10:32,2026-04-16 16:10:32
DEVICE_003,8.02,298.2,1.44,134.24,28.17,2026-04-28 07:10:32,2026-04-16 16:10:32
DEVICE_001,7.43,283.53,1.21,118.31,29.08,2026-04-28 07:40:32,2026-04-16 16:10:32
DEVICE_002,8.13,286.0,1.46,118.46,24.35,2026-04-28 07:40:32,2026-04-16 16:10:32
DEVICE_003,8.01,300.0,1.39,134.99,28.65,2026-04-28 07:40:32,2026-04-16 16:10:32
DEVICE_001,7.41,284.87,1.22,118.38,28.65,2026-04-28 08:10:32,2026-04-16 16:10:32
DEVICE_002,8.14,284.35,1.45,119.73,24.03,2026-04-28 08:10:32,2026-04-16 16:10:32
DEVICE_003,8.01,295.52,1.38,136.45,28.18,2026-04-28 08:10:32,2026-04-16 16:10:32
DEVICE_001,7.39,284.42,1.18,117.61,28.92,2026-04-28 08:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,283.86,1.42,118.92,24.29,2026-04-28 08:40:32,2026-04-16 16:10:32
DEVICE_003,8.03,299.12,1.43,136.26,28.64,2026-04-28 08:40:32,2026-04-16 16:10:32
DEVICE_001,7.35,282.44,1.21,118.79,28.87,2026-04-28 09:10:32,2026-04-16 16:10:32
DEVICE_002,8.1,284.12,1.37,118.62,24.58,2026-04-28 09:10:32,2026-04-16 16:10:32
DEVICE_003,8.06,296.13,1.43,135.33,28.22,2026-04-28 09:10:32,2026-04-16 16:10:32
DEVICE_001,7.36,284.82,1.26,118.39,28.66,2026-04-28 09:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,280.33,1.33,119.55,24.35,2026-04-28 09:40:32,2026-04-16 16:10:32
DEVICE_003,8.09,291.58,1.4,136.79,28.23,2026-04-28 09:40:32,2026-04-16 16:10:32
DEVICE_001,7.31,280.58,1.29,118.72,29.08,2026-04-28 10:10:32,2026-04-16 16:10:32
DEVICE_002,8.04,279.09,1.35,121.09,24.85,2026-04-28 10:10:32,2026-04-16 16:10:32
DEVICE_003,8.07,290.7,1.43,138.24,27.81,2026-04-28 10:10:32,2026-04-16 16:10:32
DEVICE_001,7.31,380.36,2.42,120.14,29.19,2026-04-28 10:40:32,2026-04-16 16:10:32
DEVICE_002,8.08,277.91,1.35,119.66,24.7,2026-04-28 10:40:32,2026-04-16 16:10:32
DEVICE_003,8.09,289.89,1.38,139.05,27.45,2026-04-28 10:40:32,2026-04-16 16:10:32
DEVICE_001,7.29,300.0,1.5,118.58,28.89,2026-04-28 11:10:32,2026-04-16 16:10:32
DEVICE_002,8.08,278.05,1.31,117.8,24.27,2026-04-28 11:10:32,2026-04-16 16:10:32
DEVICE_003,8.13,286.91,1.39,138.17,27.27,2026-04-28 11:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,300.0,1.46,120.48,29.06,2026-04-28 11:40:32,2026-04-16 16:10:32
DEVICE_002,8.08,273.83,1.32,118.34,24.08,2026-04-28 11:40:32,2026-04-16 16:10:32
DEVICE_003,8.14,287.62,1.39,136.39,26.98,2026-04-28 11:40:32,2026-04-16 16:10:32
DEVICE_001,7.23,295.27,1.47,122.27,28.75,2026-04-28 12:10:32,2026-04-16 16:10:32
DEVICE_002,8.09,277.02,1.32,120.24,24.02,2026-04-28 12:10:32,2026-04-16 16:10:32
DEVICE_003,8.16,288.45,1.39,136.17,26.98,2026-04-28 12:10:32,2026-04-16 16:10:32
DEVICE_001,7.27,297.9,1.48,123.24,28.79,2026-04-28 12:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,281.68,1.34,121.47,24.47,2026-04-28 12:40:32,2026-04-16 16:10:32
DEVICE_003,8.18,288.43,1.39,137.33,27.23,2026-04-28 12:40:32,2026-04-16 16:10:32
DEVICE_001,7.25,295.96,1.47,124.46,28.99,2026-04-28 13:10:32,2026-04-16 16:10:32
DEVICE_002,8.07,285.05,1.34,121.57,24.83,2026-04-28 13:10:32,2026-04-16 16:10:32
DEVICE_003,8.18,290.19,1.39,137.86,27.18,2026-04-28 13:10:32,2026-04-16 16:10:32
DEVICE_001,7.23,295.38,1.45,124.97,28.89,2026-04-28 13:40:32,2026-04-16 16:10:32
DEVICE_002,8.1,433.06,3.06,120.22,24.64,2026-04-28 13:40:32,2026-04-16 16:10:32
DEVICE_003,8.15,289.31,1.37,137.14,27.08,2026-04-28 13:40:32,2026-04-16 16:10:32
DEVICE_001,7.28,296.8,1.48,124.53,29.38,2026-04-28 14:10:32,2026-04-16 16:10:32
DEVICE_002,8.11,300.0,1.5,120.16,24.65,2026-04-28 14:10:32,2026-04-16 16:10:32
DEVICE_003,8.13,289.36,1.37,139.1,27.45,2026-04-28 14:10:32,2026-04-16 16:10:32
DEVICE_001,7.32,298.01,1.5,123.38,29.29,2026-04-28 14:40:32,2026-04-16 16:10:32
DEVICE_002,8.15,300.0,1.5,120.26,24.44,2026-04-28 14:40:32,2026-04-16 16:10:32
DEVICE_003,8.16,290.62,1.39,138.92,27.22,2026-04-28 14:40:32,2026-04-16 16:10:32
DEVICE_001,7.36,300.0,1.45,122.41,29.41,2026-04-28 15:10:32,2026-04-16 16:10:32
DEVICE_002,8.16,300.0,1.5,122.1,24.71,2026-04-28 15:10:32,2026-04-16 16:10:32
DEVICE_003,8.14,286.08,1.37,137.26,26.88,2026-04-28 15:10:32,2026-04-16 16:10:32
DEVICE_001,7.39,300.0,1.5,123.35,29.9,2026-04-28 15:40:32,2026-04-16 16:10:32
DEVICE_002,8.11,300.0,1.49,120.7,24.95,2026-04-28 15:40:32,2026-04-16 16:10:32
DEVICE_003,8.14,290.13,1.38,138.08,26.92,2026-04-28 15:40:32,2026-04-16 16:10:32
DEVICE_001,7.39,296.86,1.47,125.27,30.0,2026-04-28 16:10:32,2026-04-16 16:10:32
DEVICE_002,8.08,300.0,1.5,120.76,25.43,2026-04-28 16:10:32,2026-04-16 16:10:32
DEVICE_003,8.1,285.92,1.39,137.81,26.57,2026-04-28 16:10:32,2026-04-16 16:10:32
DEVICE_001,7.39,296.02,1.5,127.11,30.0,2026-04-28 16:40:32,2026-04-16 16:10:32
DEVICE_002,8.09,300.0,1.45,122.6,25.01,2026-04-28 16:40:32,2026-04-16 16:10:32
DEVICE_003,8.15,287.11,1.34,136.47,26.82,2026-04-28 16:40:32,2026-04-16 16:10:32
DEVICE_001,7.39,294.48,1.48,126.28,29.61,2026-04-28 17:10:32,2026-04-16 16:10:32
DEVICE_002,8.05,300.0,1.41,123.15,24.85,2026-04-28 17:10:32,2026-04-16 16:10:32
DEVICE_003,8.13,287.59,1.32,138.43,27.15,2026-04-28 17:10:32,2026-04-16 16:10:32
DEVICE_001,7.43,294.53,1.49,126.51,29.42,2026-04-28 17:40:32,2026-04-16 16:10:32
DEVICE_002,8.03,296.29,1.42,124.96,24.36,2026-04-28 17:40:32,2026-04-16 16:10:32
DEVICE_003,8.1,286.25,1.36,137.13,27.57,2026-04-28 17:40:32,2026-04-16 16:10:32
DEVICE_001,7.44,290.46,1.49,126.6,29.17,2026-04-28 18:10:32,2026-04-16 16:10:32
DEVICE_002,8.06,291.69,1.43,125.39,24.85,2026-04-28 18:10:32,2026-04-16 16:10:32
DEVICE_003,8.14,285.26,1.34,135.91,27.19,2026-04-28 18:10:32,2026-04-16 16:10:32
DEVICE_001,7.49,286.56,1.45,127.91,29.6,2026-04-28 18:40:32,2026-04-16 16:10:32
DEVICE_002,8.08,289.32,1.39,124.32,25.2,2026-04-28 18:40:32,2026-04-16 16:10:32
DEVICE_003,8.16,284.29,1.37,134.72,27.18,2026-04-28 18:40:32,2026-04-16 16:10:32
DEVICE_001,7.48,289.5,1.46,127.57,29.2,2026-04-28 19:10:32,2026-04-16 16:10:32
DEVICE_002,8.07,287.76,1.4,124.59,25.35,2026-04-28 19:10:32,2026-04-16 16:10:32
DEVICE_003,8.2,285.48,1.37,133.68,27.02,2026-04-28 19:10:32,2026-04-16 16:10:32
DEVICE_001,7.52,290.68,1.41,127.2,29.09,2026-04-28 19:40:32,2026-04-16 16:10:32
DEVICE_002,8.03,286.69,1.42,122.86,25.11,2026-04-28 19:40:32,2026-04-16 16:10:32
DEVICE_003,8.19,281.01,1.33,135.21,26.54,2026-04-28 19:40:32,2026-04-16 16:10:32
DEVICE_001,7.53,292.39,1.38,127.91,29.32,2026-04-28 20:10:32,2026-04-16 16:10:32
DEVICE_002,8.07,282.42,1.42,121.86,25.31,2026-04-28 20:10:32,2026-04-16 16:10:32
DEVICE_003,8.17,281.61,1.34,137.12,26.72,2026-04-28 20:10:32,2026-04-16 16:10:32
DEVICE_001,7.57,291.94,1.4,128.25,29.22,2026-04-28 20:40:32,2026-04-16 16:10:32
DEVICE_002,8.08,282.62,1.47,120.61,25.29,2026-04-28 20:40:32,2026-04-16 16:10:32
DEVICE_003,8.13,470.89,3.13,137.68,26.42,2026-04-28 20:40:32,2026-04-16 16:10:32
DEVICE_001,7.57,296.41,1.44,128.03,29.26,2026-04-28 21:10:32,2026-04-16 16:10:32
DEVICE_002,8.09,282.25,1.49,120.71,25.16,2026-04-28 21:10:32,2026-04-16 16:10:32
DEVICE_003,8.17,300.0,1.5,138.23,26.42,2026-04-28 21:10:32,2026-04-16 16:10:32
DEVICE_001,7.57,300.0,1.46,127.83,28.85,2026-04-28 21:40:32,2026-04-16 16:10:32
DEVICE_002,8.06,286.35,1.45,121.92,25.2,2026-04-28 21:40:32,2026-04-16 16:10:32
DEVICE_003,8.16,296.33,1.5,137.8,26.19,2026-04-28 21:40:32,2026-04-16 16:10:32
DEVICE_001,7.55,297.26,1.49,128.44,29.16,2026-04-28 22:10:32,2026-04-16 16:10:32
DEVICE_002,8.04,282.19,1.49,123.57,25.69,2026-04-28 22:10:32,2026-04-16 16:10:32
DEVICE_003,8.16,299.4,1.48,139.25,26.61,2026-04-28 22:10:32,2026-04-16 16:10:32
DEVICE_001,7.57,300.0,1.46,130.06,29.39,2026-04-28 22:40:32,2026-04-16 16:10:32
DEVICE_002,8.0,283.84,1.44,124.07,25.74,2026-04-28 22:40:32,2026-04-16 16:10:32
DEVICE_003,8.16,296.89,1.48,138.28,26.49,2026-04-28 22:40:32,2026-04-16 16:10:32
DEVICE_001,7.61,300.0,1.48,130.41,29.0,2026-04-28 23:10:32,2026-04-16 16:10:32
DEVICE_002,7.96,288.07,1.42,123.83,25.69,2026-04-28 23:10:32,2026-04-16 16:10:32
DEVICE_003,8.21,294.42,1.45,138.41,26.92,2026-04-28 23:10:32,2026-04-16 16:10:32
DEVICE_001,7.61,296.8,1.5,128.5,28.8,2026-04-28 23:40:32,2026-04-16 16:10:32
DEVICE_002,8.0,289.26,1.42,123.93,25.44,2026-04-28 23:40:32,2026-04-16 16:10:32
DEVICE_003,8.25,297.29,1.42,136.43,26.95,2026-04-28 23:40:32,2026-04-16 16:10:32
DEVICE_001,7.61,294.42,1.5,129.4,28.64,2026-04-29 00:10:32,2026-04-16 16:10:32
DEVICE_002,7.96,286.35,1.43,122.79,25.38,2026-04-29 00:10:32,2026-04-16 16:10:32
DEVICE_003,8.28,292.5,1.46,135.14,27.37,2026-04-29 00:10:32,2026-04-16 16:10:32
DEVICE_001,7.61,295.95,1.5,128.34,28.26,2026-04-29 00:40:32,2026-04-16 16:10:32
DEVICE_002,7.93,284.41,1.45,122.58,25.59,2026-04-29 00:40:32,2026-04-16 16:10:32
DEVICE_003,8.29,297.27,1.43,134.18,27.69,2026-04-29 00:40:32,2026-04-16 16:10:32
DEVICE_001,7.66,294.68,1.49,130.07,28.66,2026-04-29 01:10:32,2026-04-16 16:10:32
DEVICE_002,7.93,284.35,1.5,123.39,25.89,2026-04-29 01:10:32,2026-04-16 16:10:32
DEVICE_003,8.32,299.05,1.39,135.08,27.22,2026-04-29 01:10:32,2026-04-16 16:10:32
DEVICE_001,7.64,295.16,1.47,128.95,28.35,2026-04-29 01:40:32,2026-04-16 16:10:32
DEVICE_002,7.92,281.15,1.5,121.57,25.92,2026-04-29 01:40:32,2026-04-16 16:10:32
DEVICE_003,8.28,297.59,1.41,136.9,27.04,2026-04-29 01:40:32,2026-04-16 16:10:32
DEVICE_001,7.68,295.97,1.46,128.6,28.69,2026-04-29 02:10:32,2026-04-16 16:10:32
DEVICE_002,7.93,284.85,1.49,122.31,26.15,2026-04-29 02:10:32,2026-04-16 16:10:32
DEVICE_003,8.31,300.0,1.42,135.94,26.92,2026-04-29 02:10:32,2026-04-16 16:10:32
DEVICE_001,7.7,291.83,1.42,128.85,28.67,2026-04-29 02:40:32,2026-04-16 16:10:32
DEVICE_002,7.9,286.49,1.47,122.24,25.71,2026-04-29 02:40:32,2026-04-16 16:10:32
DEVICE_003,8.27,299.17,1.38,135.02,26.86,2026-04-29 02:40:32,2026-04-16 16:10:32
DEVICE_001,7.66,292.12,1.41,129.95,28.72,2026-04-29 03:10:32,2026-04-16 16:10:32
DEVICE_002,7.86,469.63,2.52,123.94,26.01,2026-04-29 03:10:32,2026-04-16 16:10:32
DEVICE_003,8.32,300.0,1.37,135.4,26.53,2026-04-29 03:10:32,2026-04-16 16:10:32
DEVICE_001,7.7,291.17,1.44,128.42,29.08,2026-04-29 03:40:32,2026-04-16 16:10:32
DEVICE_002,7.85,300.0,1.5,125.52,26.17,2026-04-29 03:40:32,2026-04-16 16:10:32
DEVICE_003,8.36,296.37,1.33,136.22,26.09,2026-04-29 03:40:32,2026-04-16 16:10:32
DEVICE_001,7.74,286.52,1.47,128.51,29.06,2026-04-29 04:10:32,2026-04-16 16:10:32
DEVICE_002,7.82,423.73,2.76,125.18,26.67,2026-04-29 04:10:32,2026-04-16 16:10:32
